Real;Evento;año;mes;Tipo de Evento;Origen;N.º Cámara;Cámaras;Direccion 0;Direccion;Resultado;CIUDAD;PROVINCIA;PAIS;ENLACE;Longitud y Latitud;estado_coordenada
7828;1;2023;3;Robo/Hurto Automotor;CATE 911;511;CON;Pasteur;Juan A Pena;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Pasteur y Juan A Pena ;-57.5527934,-37.971641;PENDIENTE_GEOCODIFICAR
7905;1;2023;3;Robo/Hurto Automotor;CATE 911;537;CON;Mexico;Libertad;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Mexico y Libertad ;-57.5715179,-37.978957;PENDIENTE_GEOCODIFICAR
7945;1;2023;3;Robo/Hurto Automotor;CATE 911;293;CON;De La Plaza;Roque Saenz Pena;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;De La Plaza y Roque Saenz Pena ;-57.5771098,-38.040599;PENDIENTE_GEOCODIFICAR
8013;1;2023;3;Robo/Hurto Automotor;CATE 911;666;CON;Dutto;Guanahani;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Dutto y Guanahani ;-57.5557705,-38.043638;PENDIENTE_GEOCODIFICAR
8165;1;2023;4;Robo/Hurto Automotor;CATE 911;35;CON;De La Plaza Fortunato;Giacomo Matteotti;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;De La Plaza Fortunato y Giacomo Matteotti ;-57.5823727,-38.036624;ok
8185;1;2023;4;Robo/Hurto Automotor;CATE 911;352;CON;General Manuel N. Savio;Doce de 10;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;General Manuel N. Savio y Doce de 10 ;-57.56666109278301,-38.02766002973442;corregido_manual
8203;1;2023;4;Robo/Hurto Automotor;CATE 911;404;CON;Polonia;Genova;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Polonia y Genova ;-57.60696508946044,-38.023248695554805;corregido_paso1_cruce_interno
8206;1;2023;4;Robo/Hurto Automotor;CATE 911;323;CON;Avenida Victorio Tetamanti;Calabria;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Victorio Tetamanti y Calabria ;-57.619142933398,-38.01685946646178;corregido_manual
8253;1;2023;4;Robo/Hurto Automotor;CATE 911;391;CON;Jacinto Peralta Ramos;Hipolito Bouchard;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Jacinto Peralta Ramos y Hipolito Bouchard ;-57.58271990295325,-38.02836455325361;corregido_paso1_cruce_interno
8269;1;2023;4;Robo/Hurto Automotor;COM;324;CON;Polonia;Tripulantes Del Fournier;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Polonia y Tripulantes Del Fournier ;-57.600270871173045,-38.01780426904213;corregido_manual
8280;1;2023;4;Robo/Hurto Automotor;CPM;44;CON;Doce de Octubre;Reforma Universitaria;No Asiste;Mar del Plata;Buenos Aires;Argentina;Doce de Octubre y Reforma Universitaria ;-57.59574862883184,-38.00567710421906;corregido_manual
8282;1;2023;4;Robo/Hurto Automotor;CATE 911;366;CON;Avenida Juan B. Justo;Alejandro Fleming;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y Alejandro Fleming ;-57.5588087,-38.0283904;corregido_automatico
8322;1;2023;4;Robo/Hurto Automotor;CATE 911;339;CON;Champagnat;Alvarado Rudecindo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Champagnat y Alvarado Rudecindo ;-57.59123935190719,-37.991684472898584;corregido_manual
8332;1;2023;4;Robo/Hurto Automotor;CATE 911;577;CON;Bravo Mario;Avenida Victorio Tetamanti;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Bravo Mario y Avenida Victorio Tetamanti ;-57.623944871168355,-38.020810313809825;corregido_manual
8336;1;2023;4;Robo/Hurto Automotor;CATE 911;305;CON;Avenida Pedro Luro;Brasil;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Brasil ;-57.60746,-37.9675;corregido_paso1_cruce_interno
8339;1;2023;4;Robo/Hurto Automotor;CATE 911;279;CON;Tomas Alva Edison;Eduardo G. Carasa;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Tomas Alva Edison y Eduardo G. Carasa ;-57.56054542382966,-38.05173543015734;corregido_manual
8351;1;2023;4;Robo/Hurto Automotor;CATE 911;339;CON;Champagnat;Alvarado Rudecindo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Champagnat y Alvarado Rudecindo ;-57.59123935190719,-37.991684472898584;corregido_manual
8410;1;2023;4;Robo/Hurto Automotor;CATE 911;391;CON;Jacinto Peralta Ramos;Arana Y Goiri;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Jacinto Peralta Ramos y Arana Y Goiri ;-57.58597454231956,-38.031231425420984;corregido_manual
8412;1;2023;4;Robo/Hurto Automotor;CATE 911;438;CON;Juan Bautista Alberdi;Entre Rios;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Juan Bautista Alberdi y Entre Rios ;-57.54173160755435,-37.99952748514386;corregido_manual
8418;1;2023;4;Robo/Hurto Automotor;CATE 911;639;CON;Calle 513;Calle 36;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Calle 513 y Calle 36 ;-57.6064479,-38.111105;ok
8423;1;2023;4;Robo/Hurto Automotor;CATE 911;210;CON;De La Plaza Fortunato;Juana Manso;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;De La Plaza Fortunato y Juana Manso ;-57.58579539346305,-38.03402758432152;corregido_manual
8460;1;2023;4;Robo/Hurto Automotor;CATE 911;661;CON;Dorrego;Veinticinco de 05;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Dorrego y Veinticinco de 05 ;-57.5881438,-37.987541;PENDIENTE_GEOCODIFICAR
8477;1;2023;4;Robo/Hurto Automotor;CATE 911;339;CON;Victoriano E. Montes;General 07 Argentino Roca;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Victoriano E. Montes y General 07 Argentino Roca ;-57.592456131759924,-37.99441199738938;corregido_manual
8488;1;2023;4;Robo/Hurto Automotor;CATE 911;159;CON;Avenida Pedro Luro;Jose M. Calaza Coronel;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Jose M. Calaza Coronel ;-57.59959339426152,-37.97161985191417;corregido_manual
8511;1;2023;4;Robo/Hurto Automotor;CATE 911;144;CON;Avenida Juan B. Justo;San Juan;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y San Juan ;-57.58007,-38.01232;corregido_paso1_cruce_interno
8568;1;2023;4;Robo/Hurto Automotor;CATE 911;300;CON;Calabria;Roque Saenz Peña;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Calabria y Roque Saenz Peña ;-57.5839246,-38.0433388;corregido_automatico
8653;1;2023;4;Robo/Hurto Automotor;CATE 911;339;CON;Santiago Del Estero;Falucho;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Santiago Del Estero y Falucho ;-57.5504533,-38.0056094;corregido_automatico
8729;1;2023;4;Robo/Hurto Automotor;CATE 911;23;CON;Avenida Colon;Francia;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Colon y Francia ;-57.57432,-37.99124;ok
8756;1;2023;4;Robo/Hurto Automotor;CATE 911;526;CON;Moreno;Gamal Abdel Nasser;No Asiste;Mar del Plata;Buenos Aires;Argentina;Moreno y Gamal Abdel Nasser ;-57.59102467117569,-37.98044265827988;corregido_manual
8762;1;2023;4;Robo/Hurto Automotor;CATE 911;692;CON;O'higgins;Mendoza;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;O'higgins y Mendoza ;-57.5503102,-38.031494;ok
8818;1;2023;4;Robo/Hurto Automotor;CATE 911;538;CON;Moreno;Victoriano E. Montes;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Moreno y Victoriano E. Montes ;-57.5821487,-37.981645;ok
8862;1;2023;4;Robo/Hurto Automotor;CATE 911;272;CON;Bravo Mario;Pescadores;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Bravo Mario y Pescadores ;-57.56769847116601,-38.06319098213574;corregido_manual
8909;1;2023;4;Robo/Hurto Automotor;CATE 911;741;CON;Avenida Colon;Juan F. Czetz Coronel;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Colon y Juan F. Czetz Coronel ;-57.60651239056989,-37.97501113309077;corregido_manual
8932;1;2023;4;Robo/Hurto Automotor;CATE 911;338;CON;Avenida Colon;Champagnat;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Colon y Champagnat ;-57.58704637115701,-37.98467573471974;corregido_manual
8966;1;2023;4;Robo/Hurto Automotor;CATE 911;666;CON;Guanahani;Rondeau;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Guanahani y Rondeau ;-57.5549174,-38.0442655;corregido_automatico
9053;1;2023;4;Robo/Hurto Automotor;CATE 911;304;CON;Avenida Pedro Luro;Ramon Carrillo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Ramon Carrillo ;-57.62665,-37.95795;corregido_paso1_cruce_interno
9062;1;2023;4;Robo/Hurto Automotor;CATE 911;451;CON;Ricardo Rojas;Joaquina Acevedo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Ricardo Rojas y Joaquina Acevedo ;-57.5657246,-37.952635;ok
9073;1;2023;4;Robo/Hurto Automotor;CATE 911;128;CON;Tres Arroyos;Primera Junta;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Tres Arroyos y Primera Junta ;-57.59872,-37.99346;corregido_paso1_cruce_interno
9093;1;2023;4;Robo/Hurto Automotor;CATE 911;63;CON;Mario Bravo;Diagonal Cesar Gascon;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Mario Bravo y Diagonal Cesar Gascon ;-57.581308015326215,-38.053043379208376;corregido_manual
9190;1;2023;4;Robo/Hurto Automotor;ORIGEN DIFERIDO;661;CON;Champagnat;Esteban Gascon;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Champagnat y Esteban Gascon ;-57.58857265765907,-37.98746991617718;corregido_manual
9271;1;2023;4;Robo/Hurto Automotor;CATE 911;390;CON;San Salvador;Mariano Castex;No Asiste;Mar del Plata;Buenos Aires;Argentina;San Salvador y Mariano Castex ;-57.5837882,-38.0238277;corregido_automatico
9285;1;2023;4;Robo/Hurto Automotor;CATE 911;329;CON;Portugal;Veinticinco de Mayo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Portugal y Veinticinco de Mayo ;-57.6145542,-37.964103;PENDIENTE_GEOCODIFICAR
9351;1;2023;4;Robo/Hurto Automotor;CATE 911;581;CON;Avenida Independencia;Moreno;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Independencia y Moreno ;-57.5548978,-37.998769;corregido_automatico
9374;1;2023;4;Robo/Hurto Automotor;CATE 911;57;CON;Avenida Pedro Luro;Hipolito Yrigoyen;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Hipolito Yrigoyen ;-57.5491919,-37.997121;corregido_automatico
9419;1;2023;4;Robo/Hurto Automotor;CATE 911;661;CON;San Martin;La Pampa;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;San Martin y La Pampa ;-57.5640567,-37.9907962;corregido_automatico
9439;1;2023;4;Robo/Hurto Automotor;CATE 911;529;CON;Paraguay;Balcarce;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Paraguay y Balcarce ;-57.6059138,-37.963847;ok
9453;1;2023;4;Robo/Hurto Automotor;CATE 911;624;CON;Juana Manso;Hipolito Bouchard;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Juana Manso y Hipolito Bouchard ;-57.5808505,-38.0299303;corregido_automatico
9468;1;2023;4;Robo/Hurto Automotor;CATE 911;367;CON;Martin Miguel De Guemes;Pringles;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Martin Miguel De Guemes y Pringles ;-57.5526392,-38.0292061;corregido_automatico
9505;1;2023;4;Robo/Hurto Automotor;CATE 911;520;CON;Diagonal Pueyrredon;Bolivar;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Diagonal Pueyrredon y Bolivar ;-57.555029510471904,-37.99981351248179;corregido_manual
9543;1;2023;4;Robo/Hurto Automotor;CATE 911;145;CON;Avenida Juan B. Justo;Primero de Mayo;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y Primero de Mayo ;-57.58799814234406,-38.006207097133206;corregido_manual
9566;1;2023;4;Robo/Hurto Automotor;CATE 911;469;CON;Reforma Universitaria Bis;Ortiz De Zarate;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Reforma Universitaria Bis y Ortiz De Zarate ;-57.59899459505148,-38.00846179704673;corregido_manual
9582;1;2023;4;Robo/Hurto Automotor;CATE 911;459;CON;Vieytes;Corrientes;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Vieytes y Corrientes ;-57.560728,-38.0217964;corregido_automatico
9719;1;2023;4;Robo/Hurto Automotor;CATE 911;436;CON;Avenida Pedro Luro;Cordoba;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Cordoba ;-57.546208,-37.998617;corregido_automatico
9805;1;2023;4;Robo/Hurto Automotor;CATE 911;435;CON;Santiago Del Estero;Juan Bautista Alberdi;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Santiago Del Estero y Juan Bautista Alberdi ;-57.54447242882612,-37.99810981694538;corregido_manual
9847;1;2023;4;Robo/Hurto Automotor;CATE 911;661;CON;Champagnat;Esteban Gascon;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Champagnat y Esteban Gascon ;-57.58857265765907,-37.98746991617718;corregido_manual
9864;1;2023;4;Robo/Hurto Automotor;CATE 911;304;CON;Avenida Pedro Luro;Mario Abel Amaya Diputado;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Mario Abel Amaya Diputado ;-57.62561541809383,-37.95840257329779;corregido_manual
9867;1;2023;4;Robo/Hurto Automotor;CATE 911;513;CON;Juan Martin Zabala Monseñor;San Jose De Calasanz;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Juan Martin Zabala Monseñor y San Jose De Calasanz ;-57.57830462204648,-37.96298288097297;corregido_manual
9878;1;2023;4;Robo/Hurto Automotor;CATE 911;652;CON;Mariano Castex;Soler Miguel;No Asiste;Mar del Plata;Buenos Aires;Argentina;Mariano Castex y Soler Miguel ;-57.58869726409552,-38.027881837301656;corregido_manual
9879;1;2023;4;Robo/Hurto Automotor;CATE 911;519;CON;Hipolito Yrigoyen;Nueve de Julio;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Hipolito Yrigoyen y Nueve de Julio ;-57.54786,-37.99544;corregido_paso1_cruce_interno
9881;1;2023;4;Robo/Hurto Automotor;CATE 911;258;CON;Ituzaingo;Avenida Juan Hector Jara;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Ituzaingo y Avenida Juan Hector Jara ;-57.5639149,-37.978244;ok
9978;1;2023;4;Robo/Hurto Automotor;CATE 911;504;CON;Avenida Constitucion;Chubut;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Constitucion y Chubut ;-57.5495718,-37.967634;ok
10192;1;2023;4;Robo/Hurto Automotor;ORIGEN DIFERIDO;46;CON;Avenida Juan B. Justo;Veinte de Setiembre;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y Veinte de Setiembre ;-57.57479415742515,-38.016203102538995;corregido_manual
10206;1;2023;4;Robo/Hurto Automotor;CATE 911;481;CON;Dorrego;Rawson;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Dorrego y Rawson ;-57.56550102698874,-38.00134681856801;corregido_manual
10208;1;2023;4;Robo/Hurto Automotor;CATE 911;412;CON;Avenida Juan B. Justo;Onesimo Leguizamon;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y Onesimo Leguizamon ;-57.6221583,-37.9805063;corregido_automatico
10310;1;2023;4;Robo/Hurto Automotor;CATE 911;30;CON;Avenida Constitucion;Ratery Ingeniero;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Constitucion y 07 Ratery Ingeniero ;-57.5534873,-37.965546;PENDIENTE_GEOCODIFICAR
10319;1;2023;4;Robo/Hurto Automotor;CATE 911;79;CON;Jacinto Peralta Ramos;Eduardo G. Carasa;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Jacinto Peralta Ramos y Eduardo G. Carasa ;-57.58679329703714,-38.031901720576954;corregido_manual
10407;1;2023;4;Robo/Hurto Automotor;CATE 911;596;CON;Avenida Pedro Luro;Salta;Detencion;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Salta ;-57.5533842,-37.994999;corregido_automatico
10413;1;2023;4;Robo/Hurto Automotor;CATE 911;60;CON;Avenida Pedro Luro;Senador Enzo Bordabehere;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Senador Enzo Bordabehere ;-57.58545404919985,-37.9787733489719;corregido_manual
10468;1;2023;4;Robo/Hurto Automotor;CATE 911;329;CON;Avenida Pedro Luro;Ecuador;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Ecuador ;-57.6154271,-37.963463;corregido_automatico
10474;1;2023;4;Robo/Hurto Automotor;CATE 911;396;CON;Moreno;Catamarca;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Moreno y Catamarca ;-57.5538262,-37.9993111;corregido_automatico
10501;1;2023;4;Robo/Hurto Automotor;CATE 911;9;CON;Santa Fe;Castelli Juan Jose;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Santa Fe y Castelli Juan Jose ;-57.55271172100271,-38.01006129713317;corregido_manual
10533;1;2023;5;Robo/Hurto Automotor;CATE 911;705;CON;Buenos Aires;Rivadavia;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Buenos Aires y Rivadavia ;-57.542528471172886,-38.002761502362155;corregido_manual
10580;1;2023;5;Robo/Hurto Automotor;CATE 911;250;CON;Los Granados;Cabrera;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Los Granados y Cabrera ;-57.5427289,-37.923892;PENDIENTE_GEOCODIFICAR
10604;1;2023;5;Robo/Hurto Automotor;CATE 911;490;CON;Alberti;Malvinas;No Asiste;Mar del Plata;Buenos Aires;Argentina;Alberti y Malvinas ;-57.5859811,-37.9899047;corregido_automatico
10632;1;2023;5;Robo/Hurto Automotor;CATE 911;256;CON;Carlos Tejedor;Rio Negro;Persecucion Y Perdida;Mar del Plata;Buenos Aires;Argentina;Carlos Tejedor y Rio Negro ;-57.5601005,-37.973508;PENDIENTE_GEOCODIFICAR
10747;1;2023;5;Robo/Hurto Automotor;CATE 911;12;CON;Mario Bravo;Talcahuano;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Mario Bravo y Talcahuano ;-57.59287814232857,-38.044282079390975;corregido_manual
10766;1;2023;5;Robo/Hurto Automotor;CATE 911;77;CON;Vertiz;Ruta 88;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Vertiz y Ruta 88 ;-57.60844086440986,-38.00648616579005;corregido_manual
10830;1;2023;5;Robo/Hurto Automotor;CATE 911;276;CON;De La Plaza;Luis Piedrabuena;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;De La Plaza y Luis Piedrabuena ;-57.5518873,-38.059621;ok
10943;1;2023;5;Robo/Hurto Automotor;CATE 911;116;CON;Fitte;Ayolas;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Fitte y Ayolas ;-57.6004918,-38.002141;PENDIENTE_GEOCODIFICAR
10967;1;2023;5;Robo/Hurto Automotor;CATE 911;373;CON;Roca;Paz;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Roca y Paz ;-57.5460357,-38.031449;ok
11043;1;2023;5;Robo/Hurto Automotor;CATE 911;540;CON;Don Bosco;Belgrano;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Don Bosco y Belgrano ;-57.5703193,-37.9898399;corregido_automatico
11087;1;2023;5;Robo/Hurto Automotor;CATE 911;75;CON;Vertiz;Thomas A Edison;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Vertiz y Thomas A Edison ;-57.554795,-38.046970;PENDIENTE_GEOCODIFICAR
11197;1;2023;5;Robo/Hurto Automotor;CATE 911;668;CON;Champagnat;San Lorenzo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Champagnat y San Lorenzo ;-57.5939323,-37.994757;PENDIENTE_GEOCODIFICAR
11198;1;2023;5;Robo/Hurto Automotor;CATE 911;668;CON;Gascon;Misiones;No Asiste;Mar del Plata;Buenos Aires;Argentina;Gascon y Misiones ;-57.5712716,-37.9962367;corregido_automatico
11246;1;2023;5;Robo/Hurto Automotor;CATE 911;21;CON;Avenida Colon;Funes;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Colon y Funes ;-57.5663126,-37.995328;PENDIENTE_GEOCODIFICAR
11266;1;2023;5;Robo/Hurto Automotor;CATE 911;582;CON;San Luis;San Martin;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;San Luis y San Martin ;-57.5479,-37.99895;corregido_paso1_cruce_interno
11488;1;2023;5;Robo/Hurto Automotor;CATE 911;130;CON;Floribelo Acosta;Zabala;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Floribelo Acosta y Zabala ;-57.5801545,-37.956823;PENDIENTE_GEOCODIFICAR
11549;1;2023;5;Robo/Hurto Automotor;CATE 911;705;CON;Patricio Peralta Ramos;Rivadavia;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Patricio Peralta Ramos y Rivadavia ;-57.5415961,-38.000949;PENDIENTE_GEOCODIFICAR
11710;1;2023;5;Robo/Hurto Automotor;CATE 911;702;CON;Independencia;Vieytes;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Independencia y Vieytes ;-57.5711611,-38.018900;PENDIENTE_GEOCODIFICAR
11725;1;2023;5;Robo/Hurto Automotor;CATE 911;657;CON;Canata;Johanes Gutemberg;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Canata y Johanes Gutemberg ;-57.5725697,-38.053189;PENDIENTE_GEOCODIFICAR
11791;1;2023;5;Robo/Hurto Automotor;CATE 911;571;CON;Alberti;Tucuman;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Alberti y Tucuman ;-57.5467915,-38.0097228;corregido_automatico
12028;1;2023;5;Robo/Hurto Automotor;CATE 911;77;CON;Vertiz;Ruta 88;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Vertiz y Ruta 88 ;-57.60844086440986,-38.00648616579005;corregido_manual
12075;1;2023;5;Robo/Hurto Automotor;CATE 911;625;CON;Mario Bravo;Juramento;Detencion;Mar del Plata;Buenos Aires;Argentina;Mario Bravo y Juramento ;-57.5717079,-38.0602221;corregido_automatico
12114;1;2023;5;Robo/Hurto Automotor;CATE 911;622;CON;Juan B Justo;Fernandez;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Juan B Justo y Fernandez ;-57.6010993,-37.996401;PENDIENTE_GEOCODIFICAR
12130;1;2023;5;Robo/Hurto Automotor;CATE 911;476;CON;Rodriguez Pena;Catamarca;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Rodriguez Pena y Catamarca ;-57.562871,-38.010512;corregido_automatico
12217;1;2023;5;Robo/Hurto Automotor;CATE 911;153;CON;Avenida Colon;Olazabal;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Colon y Olazabal ;-57.5653086,-37.9958294;corregido_automatico
12251;1;2023;5;Robo/Hurto Automotor;CATE 911;147;CON;Juan B Justo;San Luis;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Juan B Justo y San Luis ;-57.5658417,-38.022930;PENDIENTE_GEOCODIFICAR
12289;1;2023;5;Robo/Hurto Automotor;COM;30;CON;Constitucion;Chubut;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Constitucion y Chubut ;-57.55157492882245,-37.966577721168;corregido_manual
12290;1;2023;5;Robo/Hurto Automotor;CATE 911;438;CON;Juan B Alberdi;Santiago Del Estero;Detencion;Mar del Plata;Buenos Aires;Argentina;Juan B Alberdi y Santiago Del Estero ;-57.5424627,-37.999160;PENDIENTE_GEOCODIFICAR
12294;1;2023;5;Robo/Hurto Automotor;CATE 911;485;CON;Avenida Colon;Teodoro Bronzini;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Colon y Teodoro Bronzini ;-57.5824127,-37.9871355;corregido_automatico
